"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2021年3月16日","5.07","5.04","5.09","5.01","323.24M","0.65%"
"2021年3月15日","5.04","5.12","5.12","4.99","386.57M","-1.98%"
"2021年3月12日","5.14","5.14","5.15","5.08","448.20M","0.25%"
"2021年3月11日","5.13","5.02","5.13","5.01","620.68M","2.58%"
"2021年3月10日","5.00","5.04","5.06","4.98","636.54M","0.42%"
"2021年3月9日","4.98","5.08","5.09","4.93","931.72M","-1.99%"
"2021年3月8日","5.08","5.30","5.32","5.07","563.72M","-3.53%"
"2021年3月5日","5.27","5.20","5.31","5.18","593.63M","-0.40%"
"2021年3月4日","5.29","5.40","5.40","5.26","644.98M","-3.06%"
"2021年3月3日","5.45","5.33","5.46","5.32","361.15M","1.96%"
"2021年3月2日","5.35","5.45","5.45","5.31","433.86M","-1.27%"
"2021年3月1日","5.42","5.38","5.42","5.35","558.21M","1.67%"
"2021年2月26日","5.33","5.39","5.42","5.32","837.07M","-2.72%"
"2021年2月25日","5.48","5.48","5.52","5.44","669.31M","0.94%"
"2021年2月24日","5.43","5.59","5.60","5.37","1.01B","-2.64%"
"2021年2月23日","5.57","5.55","5.64","5.55","591.25M","-0.27%"
"2021年2月22日","5.59","5.78","5.79","5.58","776.08M","-3.57%"
"2021年2月19日","5.80","5.74","5.80","5.67","709.06M","0.56%"
"2021年2月18日","5.76","5.92","5.93","5.75","470.77M","-0.74%"
"2021年2月10日","5.81","5.71","5.83","5.70","341.91M","2.02%"
"2021年2月9日","5.69","5.57","5.69","5.55","418.30M","2.48%"
"2021年2月8日","5.55","5.52","5.57","5.48","475.01M","1.31%"
"2021年2月5日","5.48","5.49","5.55","5.48","560.00M","0.15%"
"2021年2月4日","5.47","5.46","5.51","5.42","300.08M","-0.20%"
"2021年2月3日","5.49","5.49","5.53","5.46","281.97M","-0.11%"
"2021年2月2日","5.49","5.42","5.49","5.41","573.16M","1.48%"
"2021年2月1日","5.41","5.35","5.41","5.35","436.29M","1.18%"
"2021年1月29日","5.35","5.41","5.42","5.28","622.11M","-0.69%"
"2021年1月28日","5.39","5.46","5.46","5.36","469.95M","-2.46%"
"2021年1月27日","5.52","5.51","5.53","5.45","591.54M","0.18%"
"2021年1月26日","5.51","5.61","5.61","5.50","392.74M","-2.13%"
"2021年1月25日","5.63","5.56","5.65","5.53","450.18M","1.19%"
"2021年1月22日","5.57","5.56","5.57","5.51","554.31M","0.00%"
"2021年1月21日","5.56","5.48","5.59","5.48","511.62M","1.72%"
"2021年1月20日","5.47","5.44","5.49","5.43","422.39M","0.55%"
"2021年1月19日","5.44","5.52","5.53","5.42","417.01M","-1.36%"
"2021年1月18日","5.51","5.45","5.55","5.41","396.77M","-0.24%"
"2021年1月15日","5.53","5.54","5.58","5.46","709.05M","-0.31%"
"2021年1月14日","5.54","5.65","5.65","5.54","696.05M","-1.82%"
"2021年1月13日","5.65","5.68","5.72","5.61","552.43M","-0.39%"
"2021年1月12日","5.67","5.50","5.67","5.49","596.28M","2.90%"
"2021年1月11日","5.51","5.57","5.62","5.48","635.97M","-1.13%"
"2021年1月8日","5.57","5.61","5.63","5.52","697.56M","-0.50%"
"2021年1月7日","5.60","5.49","5.60","5.48","470.66M","2.13%"
"2021年1月6日","5.48","5.45","5.51","5.42","374.95M","0.90%"
"2021年1月5日","5.43","5.32","5.45","5.30","622.83M","1.86%"
"2021年1月4日","5.33","5.28","5.37","5.26","506.71M","0.89%"
"2020年12月31日","5.29","5.19","5.29","5.19","861.80M","2.11%"
"2020年12月30日","5.18","5.11","5.18","5.11","340.67M","1.25%"
"2020年12月29日","5.11","5.14","5.15","5.11","342.72M","-0.31%"
"2020年12月28日","5.13","5.11","5.16","5.10","447.13M","0.27%"
"2020年12月25日","5.12","5.05","5.12","5.04","403.36M","0.83%"
"2020年12月24日","5.07","5.07","5.10","5.05","383.38M","0.00%"
"2020年12月23日","5.07","5.04","5.10","5.04","338.69M","0.81%"
"2020年12月22日","5.03","5.10","5.12","5.03","515.40M","-1.51%"
"2020年12月21日","5.11","5.06","5.12","5.03","445.90M","0.89%"
"2020年12月18日","5.07","5.09","5.09","5.04","460.71M","-0.57%"
"2020年12月17日","5.09","5.02","5.10","5.01","466.23M","1.41%"
"2020年12月16日","5.02","5.02","5.03","5.00","284.08M","0.20%"
"2020年12月15日","5.01","5.00","5.02","4.97","284.41M","0.30%"
"2020年12月14日","5.00","4.96","5.00","4.95","251.89M","0.89%"
"2020年12月11日","4.95","5.02","5.03","4.92","403.01M","-1.12%"
"2020年12月10日","5.01","5.01","5.03","4.99","318.95M","-0.20%"
"2020年12月9日","5.02","5.09","5.11","5.01","568.55M","-1.18%"
"2020年12月8日","5.08","5.10","5.12","5.07","361.25M","-0.31%"
"2020年12月7日","5.10","5.14","5.14","5.08","359.38M","-0.86%"
"2020年12月4日","5.14","5.12","5.15","5.08","330.15M","0.21%"
"2020年12月3日","5.13","5.13","5.15","5.10","248.99M","0.00%"
"2020年12月2日","5.13","5.14","5.16","5.11","292.95M","-0.21%"
"2020年12月1日","5.14","5.03","5.15","5.03","475.28M","2.21%"
"2020年11月30日","5.03","5.07","5.13","5.03","535.12M","-0.49%"
"2020年11月27日","5.06","4.99","5.06","4.98","378.78M","1.42%"
"2020年11月26日","4.99","4.98","4.99","4.94","395.84M","0.14%"
"2020年11月25日","4.98","5.05","5.08","4.98","425.20M","-1.23%"
"2020年11月24日","5.04","5.07","5.07","5.03","346.14M","-0.63%"
"2020年11月23日","5.07","5.03","5.11","5.01","521.15M","1.16%"
"2020年11月20日","5.01","5.00","5.02","4.99","284.50M","0.30%"
"2020年11月19日","5.00","4.95","5.01","4.94","270.08M","0.85%"
"2020年11月18日","4.96","4.96","4.98","4.93","360.70M","-0.14%"
"2020年11月17日","4.96","4.97","4.97","4.93","298.77M","-0.18%"
"2020年11月16日","4.97","4.95","4.97","4.91","285.11M","1.08%"
"2020年11月13日","4.92","4.95","4.95","4.89","432.93M","-1.03%"
"2020年11月12日","4.97","4.98","4.99","4.96","258.03M","0.00%"
"2020年11月11日","4.97","5.01","5.03","4.97","394.07M","-0.94%"
"2020年11月10日","5.02","5.06","5.06","4.99","384.78M","-0.53%"
"2020年11月9日","5.05","4.98","5.07","4.98","597.99M","1.96%"
"2020年11月6日","4.95","4.96","4.96","4.91","354.12M","0.00%"
"2020年11月5日","4.95","4.92","4.95","4.90","375.89M","1.56%"
"2020年11月4日","4.87","4.84","4.89","4.83","344.74M","0.77%"
"2020年11月3日","4.84","4.80","4.86","4.80","356.11M","1.07%"
"2020年11月2日","4.78","4.76","4.80","4.76","200.17M","0.59%"
"2020年10月30日","4.76","4.84","4.85","4.75","384.59M","-1.88%"
"2020年10月29日","4.85","4.76","4.87","4.75","371.02M","0.92%"
"2020年10月28日","4.80","4.76","4.82","4.75","482.83M","0.84%"
"2020年10月27日","4.76","4.74","4.77","4.73","299.35M","0.29%"
"2020年10月26日","4.75","4.76","4.78","4.71","507.15M","-0.75%"
"2020年10月23日","4.79","4.83","4.87","4.78","776.81M","-1.16%"
"2020年10月22日","4.84","4.84","4.86","4.79","257.15M","-0.33%"
"2020年10月21日","4.86","4.86","4.86","4.82","348.89M","0.12%"
"2020年10月20日","4.85","4.81","4.85","4.81","273.91M","0.62%"
"2020年10月19日","4.82","4.88","4.92","4.80","601.93M","-0.64%"
"2020年10月16日","4.85","4.86","4.89","4.82","283.57M","-0.29%"
"2020年10月15日","4.87","4.87","4.90","4.86","330.53M","-0.25%"
"2020年10月14日","4.88","4.89","4.90","4.86","278.95M","-0.49%"
"2020年10月13日","4.90","4.89","4.91","4.86","320.04M","0.33%"
"2020年10月12日","4.89","4.76","4.89","4.76","360.95M","3.12%"
"2020年10月9日","4.74","4.72","4.76","4.72","359.67M","2.00%"
"2020年9月30日","4.65","4.67","4.70","4.62","454.91M","-0.30%"
"2020年9月29日","4.66","4.67","4.69","4.65","315.88M","0.24%"
"2020年9月28日","4.65","4.64","4.68","4.64","304.68M","0.22%"
"2020年9月25日","4.64","4.64","4.67","4.62","325.37M","0.00%"
"2020年9月24日","4.64","4.68","4.70","4.63","344.50M","-1.63%"
"2020年9月23日","4.71","4.70","4.73","4.68","466.01M","0.30%"
"2020年9月22日","4.70","4.72","4.78","4.68","578.51M","-1.20%"
"2020年9月21日","4.76","4.82","4.85","4.75","381.62M","-1.14%"
"2020年9月18日","4.81","4.70","4.81","4.69","873.52M","2.58%"
"2020年9月17日","4.69","4.70","4.74","4.67","408.15M","-0.61%"
"2020年9月16日","4.72","4.74","4.75","4.70","188.91M","-0.59%"
"2020年9月15日","4.75","4.70","4.76","4.69","292.86M","0.74%"
"2020年9月14日","4.71","4.71","4.72","4.68","263.59M","0.58%"
"2020年9月11日","4.68","4.63","4.69","4.63","279.95M","0.77%"
"2020年9月10日","4.65","4.68","4.71","4.63","423.54M","0.00%"
"2020年9月9日","4.64","4.70","4.71","4.61","515.49M","-2.33%"
"2020年9月8日","4.76","4.74","4.77","4.70","485.82M","0.51%"
"2020年9月7日","4.73","4.82","4.86","4.71","445.75M","-2.01%"
"2020年9月4日","4.83","4.81","4.85","4.79","375.10M","-1.13%"
"2020年9月3日","4.88","4.90","4.94","4.86","229.83M","-0.41%"
"2020年9月2日","4.90","4.92","4.93","4.85","385.90M","0.00%"
"2020年9月1日","4.91","4.87","4.91","4.86","240.53M","0.70%"
"2020年8月31日","4.87","4.95","4.97","4.87","488.70M","-0.87%"
"2020年8月28日","4.92","4.79","4.93","4.78","555.00M","2.46%"
"2020年8月27日","4.80","4.77","4.80","4.74","207.43M","0.76%"
"2020年8月26日","4.76","4.82","4.85","4.75","334.98M","-1.22%"
"2020年8月25日","4.82","4.83","4.87","4.80","216.13M","0.19%"
"2020年8月24日","4.81","4.80","4.83","4.78","415.94M","0.63%"
"2020年8月21日","4.78","4.77","4.81","4.74","289.33M","0.84%"
"2020年8月20日","4.74","4.77","4.78","4.72","344.28M","-1.06%"
"2020年8月19日","4.79","4.87","4.87","4.79","405.82M","-1.56%"
"2020年8月18日","4.87","4.88","4.89","4.84","349.31M","-0.14%"
"2020年8月17日","4.88","4.80","4.91","4.78","563.48M","2.07%"
"2020年8月14日","4.78","4.69","4.78","4.67","422.19M","1.94%"
"2020年8月13日","4.69","4.72","4.72","4.68","197.81M","-0.32%"
"2020年8月12日","4.70","4.72","4.74","4.62","424.06M","-0.68%"
"2020年8月11日","4.73","4.78","4.85","4.73","248.05M","-0.98%"
"2020年8月10日","4.78","4.73","4.82","4.70","240.43M","0.34%"
"2020年8月7日","4.76","4.80","4.80","4.70","343.06M","-1.00%"
"2020年8月6日","4.81","4.83","4.85","4.75","224.67M","-0.37%"
"2020年8月5日","4.83","4.82","4.84","4.76","300.70M","0.00%"
"2020年8月4日","4.83","4.85","4.86","4.80","311.40M","0.00%"
"2020年8月3日","4.82","4.79","4.83","4.77","434.39M","1.58%"
"2020年7月31日","4.75","4.71","4.81","4.67","518.52M","0.76%"
"2020年7月30日","4.71","4.75","4.76","4.71","297.47M","-0.74%"
"2020年7月29日","4.75","4.61","4.75","4.60","488.39M","2.86%"
"2020年7月28日","4.62","4.61","4.64","4.59","374.26M","0.76%"
"2020年7月27日","4.58","4.58","4.62","4.54","311.10M","0.61%"
"2020年7月24日","4.55","4.73","4.74","4.53","648.28M","-4.45%"
"2020年7月23日","4.77","4.74","4.79","4.66","430.58M","-0.54%"
"2020年7月22日","4.79","4.73","4.86","4.73","705.44M","1.12%"
"2020年7月21日","4.74","4.75","4.76","4.71","465.35M","0.25%"
"2020年7月20日","4.73","4.65","4.74","4.59","724.98M","2.65%"
"2020年7月17日","4.61","4.57","4.65","4.54","904.29M","1.08%"
"2020年7月16日","4.56","4.79","4.83","4.55","1.29B","-4.77%"
"2020年7月15日","4.78","4.86","4.89","4.76","662.40M","-1.20%"
"2020年7月14日","4.84","4.88","4.90","4.76","737.64M","-0.88%"
"2020年7月13日","4.89","4.78","4.93","4.78","824.38M","2.09%"
"2020年7月10日","4.78","4.84","4.86","4.76","564.42M","-1.79%"
"2020年7月9日","4.87","4.80","4.88","4.76","642.43M","1.54%"
"2020年7月8日","4.80","4.73","4.84","4.71","903.49M","1.31%"
"2020年7月7日","4.74","4.82","4.85","4.72","1.07B","-1.00%"
"2020年7月6日","4.78","4.53","4.80","4.51","929.32M","7.34%"
"2020年7月3日","4.46","4.39","4.46","4.37","586.77M","1.99%"
"2020年7月2日","4.37","4.27","4.38","4.26","550.44M","2.29%"
"2020年7月1日","4.27","4.19","4.28","4.18","574.06M","2.25%"
"2020年6月30日","4.18","4.15","4.19","4.15","542.47M","1.21%"
"2020年6月29日","4.13","4.15","4.16","4.11","212.66M","-0.86%"
"2020年6月24日","4.16","4.14","4.17","4.14","457.94M","0.87%"
"2020年6月23日","4.13","4.10","4.13","4.09","398.17M","0.46%"
"2020年6月22日","4.11","4.11","4.14","4.10","521.24M","0.00%"
"2020年6月19日","4.11","4.05","4.13","4.05","369.56M","1.28%"
"2020年6月18日","4.05","4.01","4.05","4.01","343.00M","0.77%"
"2020年6月17日","4.02","4.02","4.02","4.00","279.03M","0.00%"
"2020年6月16日","4.02","3.99","4.02","3.99","247.70M","1.57%"
"2020年6月15日","3.96","3.98","4.01","3.95","280.53M","-1.42%"
"2020年6月12日","4.01","3.96","4.02","3.94","309.07M","0.25%"
"2020年6月11日","4.00","4.03","4.05","3.98","305.19M","-0.92%"
"2020年6月10日","4.04","4.05","4.05","4.03","318.36M","-0.22%"
"2020年6月9日","4.05","4.02","4.05","4.01","294.49M","0.67%"
"2020年6月8日","4.02","4.02","4.05","4.01","285.60M","0.47%"
"2020年6月5日","4.00","3.98","4.00","3.96","201.36M","0.58%"
"2020年6月4日","3.98","3.99","3.99","3.96","281.38M","0.00%"
"2020年6月3日","3.98","4.00","4.02","3.98","365.75M","0.00%"
"2020年6月2日","3.98","3.97","3.99","3.96","162.84M","0.28%"
"2020年6月1日","3.97","3.90","3.98","3.89","350.93M","2.64%"
"2020年5月29日","3.87","3.83","3.87","3.82","250.92M","0.42%"
"2020年5月28日","3.85","3.85","3.88","3.82","284.07M","0.00%"
"2020年5月27日","3.85","3.86","3.86","3.83","231.20M","-0.47%"
"2020年5月26日","3.86","3.83","3.87","3.83","475.11M","1.21%"
"2020年5月25日","3.82","3.81","3.83","3.80","250.56M","0.00%"
"2020年5月22日","3.82","3.90","3.90","3.81","532.86M","-2.20%"
"2020年5月21日","3.90","3.93","3.94","3.90","236.52M","-0.66%"
"2020年5月20日","3.93","3.94","3.94","3.92","197.56M","-0.41%"
"2020年5月19日","3.94","3.95","3.96","3.93","278.12M","0.74%"
"2020年5月18日","3.91","3.90","3.94","3.89","302.05M","0.31%"
"2020年5月15日","3.90","3.93","3.94","3.90","543.57M","-0.48%"
"2020年5月14日","3.92","3.94","3.94","3.92","300.18M","-0.83%"
"2020年5月13日","3.95","3.93","3.96","3.92","278.40M","0.23%"
"2020年5月12日","3.94","3.95","3.96","3.92","586.61M","0.00%"
"2020年5月11日","3.95","3.96","3.99","3.93","412.31M","-0.18%"
"2020年5月8日","3.95","3.93","3.97","3.93","370.67M","1.07%"
"2020年5月7日","3.91","3.92","3.92","3.90","274.64M","-0.18%"
"2020年5月6日","3.92","3.87","3.93","3.86","383.45M","0.26%"
"2020年4月30日","3.91","3.87","3.92","3.86","528.00M","1.48%"
"2020年4月29日","3.85","3.83","3.87","3.82","277.83M","0.52%"
"2020年4月28日","3.83","3.82","3.84","3.76","422.87M","0.63%"
"2020年4月27日","3.81","3.79","3.83","3.79","309.46M","0.45%"
"2020年4月24日","3.79","3.81","3.81","3.78","305.83M","-0.84%"
"2020年4月23日","3.82","3.83","3.84","3.81","201.52M","-0.18%"
"2020年4月22日","3.83","3.78","3.83","3.77","345.67M","0.90%"
"2020年4月21日","3.80","3.82","3.83","3.77","292.76M","-1.04%"
"2020年4月20日","3.84","3.83","3.84","3.81","382.30M","0.42%"
"2020年4月17日","3.82","3.81","3.85","3.81","570.48M","0.90%"
"2020年4月16日","3.79","3.77","3.80","3.77","227.32M","0.00%"
"2020年4月15日","3.78","3.81","3.81","3.78","239.20M","-0.58%"
"2020年4月14日","3.81","3.76","3.81","3.76","376.12M","1.66%"
"2020年4月13日","3.74","3.75","3.76","3.73","246.70M","-0.56%"
"2020年4月10日","3.76","3.78","3.81","3.75","464.25M","-0.32%"
"2020年4月9日","3.78","3.78","3.79","3.77","328.54M","0.29%"
"2020年4月8日","3.77","3.77","3.78","3.75","221.92M","-0.40%"
"2020年4月7日","3.78","3.76","3.79","3.76","546.74M","2.25%"
"2020年4月3日","3.70","3.71","3.72","3.68","324.72M","-0.70%"
"2020年4月2日","3.72","3.66","3.73","3.64","463.05M","1.36%"
"2020年4月1日","3.67","3.66","3.72","3.65","355.44M","0.00%"
"2020年3月31日","3.67","3.70","3.71","3.66","374.00M","0.00%"
"2020年3月30日","3.67","3.66","3.68","3.63","497.13M","-0.92%"
"2020年3月27日","3.70","3.73","3.75","3.70","491.54M","0.46%"
"2020年3月26日","3.68","3.68","3.72","3.67","355.65M","-0.62%"
"2020年3月25日","3.71","3.69","3.72","3.67","1.01B","2.63%"
"2020年3月24日","3.61","3.59","3.62","3.54","832.90M","2.41%"
"2020年3月23日","3.53","3.54","3.58","3.51","807.28M","-3.24%"
"2020年3月20日","3.64","3.61","3.66","3.58","678.69M","1.22%"
"2020年3月19日","3.60","3.63","3.65","3.49","1.25B","-0.83%"
"2020年3月18日","3.63","3.71","3.76","3.63","783.30M","-1.63%"
"2020年3月17日","3.69","3.76","3.79","3.62","985.26M","-1.07%"
"2020年3月16日","3.73","3.88","3.88","3.72","571.08M","-4.11%"
"2020年3月13日","3.89","3.83","3.93","3.75","717.89M","-1.52%"
"2020年3月12日","3.95","3.97","3.98","3.92","388.12M","-1.50%"
"2020年3月11日","4.01","4.08","4.08","4.01","703.27M","-1.72%"
"2020年3月10日","4.08","3.99","4.09","3.94","859.65M","2.26%"
"2020年3月9日","3.99","4.07","4.07","3.98","423.64M","-3.16%"
"2020年3月6日","4.12","4.17","4.17","4.12","249.99M","-1.90%"
"2020年3月5日","4.20","4.15","4.21","4.11","547.83M","2.44%"
"2020年3月4日","4.10","4.07","4.10","4.05","295.45M","0.74%"
"2020年3月3日","4.07","4.12","4.14","4.05","408.78M","-0.25%"
"2020年3月2日","4.08","3.95","4.09","3.95","426.68M","3.82%"
"2020年2月28日","3.93","4.01","4.02","3.92","560.07M","-3.44%"
"2020年2月27日","4.07","4.08","4.10","4.06","475.33M","0.00%"
"2020年2月26日","4.07","4.06","4.12","4.05","641.79M","-0.73%"
"2020年2月25日","4.10","4.05","4.12","4.01","603.83M","-0.24%"
"2020年2月24日","4.11","4.12","4.14","4.08","372.73M","-0.72%"
"2020年2月21日","4.14","4.12","4.18","4.12","444.47M","0.24%"
"2020年2月20日","4.13","4.05","4.14","4.04","605.24M","2.23%"
"2020年2月19日","4.04","4.04","4.07","4.03","440.38M","0.00%"
"2020年2月18日","4.04","4.06","4.06","4.01","709.95M","-0.49%"
"2020年2月17日","4.06","3.99","4.07","3.99","581.14M","2.01%"
"2020年2月14日","3.98","3.94","4.00","3.94","313.98M","0.76%"
"2020年2月13日","3.95","3.97","3.98","3.94","325.96M","-0.50%"
"2020年2月12日","3.97","3.94","3.98","3.93","290.78M","0.76%"
"2020年2月11日","3.94","3.91","3.96","3.91","422.26M","1.03%"
"2020年2月10日","3.90","3.87","3.91","3.85","398.52M","0.26%"
"2020年2月7日","3.89","3.87","3.89","3.84","346.99M","-0.26%"
"2020年2月6日","3.90","3.82","3.91","3.80","527.97M","2.36%"
"2020年2月5日","3.81","3.78","3.85","3.77","553.29M","1.06%"
"2020年2月4日","3.77","3.65","3.78","3.65","735.84M","3.01%"
"2020年2月3日","3.66","3.73","3.74","3.64","1.47B","-8.50%"
"2020年1月23日","4.00","4.08","4.09","3.96","753.58M","-2.91%"
"2020年1月22日","4.12","4.09","4.13","4.03","907.39M","0.24%"
"2020年1月21日","4.11","4.16","4.16","4.10","618.29M","-1.67%"
"2020年1月20日","4.18","4.16","4.18","4.14","353.49M","0.72%"
"2020年1月17日","4.15","4.15","4.17","4.14","321.63M","0.00%"
"2020年1月16日","4.15","4.16","4.16","4.13","416.30M","0.00%"
"2020年1月15日","4.15","4.18","4.19","4.14","319.61M","-0.72%"
"2020年1月14日","4.18","4.20","4.22","4.18","409.96M","-0.48%"
"2020年1月13日","4.20","4.16","4.21","4.14","373.64M","0.96%"
"2020年1月10日","4.16","4.17","4.18","4.14","379.56M","0.00%"
"2020年1月9日","4.16","4.14","4.17","4.13","394.43M","1.22%"
"2020年1月8日","4.11","4.13","4.15","4.10","562.85M","-1.20%"
"2020年1月7日","4.16","4.13","4.16","4.13","464.96M","0.97%"
"2020年1月6日","4.12","4.13","4.17","4.09","666.50M","-0.48%"
"2020年1月3日","4.14","4.16","4.16","4.13","469.67M","-0.24%"
"2020年1月2日","4.15","4.12","4.17","4.12","627.62M","1.22%"
"2019年12月31日","4.10","4.07","4.10","4.06","352.19M","0.49%"
"2019年12月30日","4.08","4.01","4.09","4.00","542.38M","1.49%"
"2019年12月27日","4.02","4.03","4.07","4.02","436.81M","0.00%"
"2019年12月26日","4.02","3.99","4.03","3.99","332.26M","0.75%"
"2019年12月25日","3.99","3.98","4.00","3.97","310.58M","0.25%"
"2019年12月24日","3.98","3.96","3.99","3.96","312.79M","0.51%"
"2019年12月23日","3.96","4.01","4.03","3.96","447.14M","-1.49%"
"2019年12月20日","4.02","4.02","4.05","4.01","328.78M","0.00%"
"2019年12月19日","4.02","4.03","4.03","4.01","264.19M","-0.25%"
"2019年12月18日","4.03","4.04","4.06","4.02","363.12M","-0.25%"
"2019年12月17日","4.04","3.98","4.07","3.97","525.63M","1.51%"
"2019年12月16日","3.98","3.97","3.99","3.95","302.85M","0.25%"
"2019年12月13日","3.97","3.92","3.98","3.92","436.08M","2.06%"
"2019年12月12日","3.89","3.90","3.90","3.88","137.15M","-0.26%"
"2019年12月11日","3.90","3.90","3.90","3.88","170.50M","-1.52%"
"2019年12月10日","3.96","3.95","3.96","3.94","187.00M","0.25%"
"2019年12月9日","3.95","3.97","3.98","3.94","232.22M","-0.50%"
"2019年12月6日","3.97","3.94","3.97","3.94","213.08M","0.76%"
"2019年12月5日","3.94","3.92","3.95","3.92","219.21M","0.77%"
"2019年12月4日","3.91","3.90","3.91","3.89","158.94M","0.00%"
"2019年12月3日","3.91","3.89","3.91","3.87","198.55M","0.26%"
"2019年12月2日","3.90","3.89","3.91","3.89","174.36M","0.26%"
"2019年11月29日","3.89","3.92","3.93","3.87","302.92M","-1.02%"
"2019年11月28日","3.93","3.94","3.95","3.92","169.48M","-0.25%"
"2019年11月27日","3.94","3.94","3.95","3.92","211.24M","0.00%"
"2019年11月26日","3.94","3.95","3.96","3.92","285.82M","0.00%"
"2019年11月25日","3.94","3.92","3.94","3.90","252.46M","0.77%"
"2019年11月22日","3.91","3.96","3.99","3.89","354.71M","-1.01%"
"2019年11月21日","3.95","3.96","3.97","3.94","244.84M","-0.50%"
"2019年11月20日","3.97","4.01","4.01","3.96","216.61M","-1.00%"
"2019年11月19日","4.01","3.97","4.01","3.96","237.89M","1.01%"
"2019年11月18日","3.97","3.94","3.98","3.93","240.88M","0.76%"
"2019年11月15日","3.94","3.96","3.98","3.94","187.79M","-0.51%"
"2019年11月14日","3.96","3.96","3.98","3.95","238.59M","0.00%"
"2019年11月13日","3.96","3.96","3.96","3.94","202.02M","0.00%"
"2019年11月12日","3.96","3.96","3.98","3.94","330.05M","-0.25%"
"2019年11月11日","3.97","4.01","4.01","3.96","347.07M","-1.49%"
"2019年11月8日","4.03","4.08","4.08","4.03","297.22M","-0.49%"
"2019年11月7日","4.05","4.04","4.07","4.03","237.72M","0.25%"
"2019年11月6日","4.04","4.06","4.07","4.03","205.94M","-0.49%"
"2019年11月5日","4.06","4.04","4.10","4.03","352.94M","0.50%"
"2019年11月4日","4.04","4.03","4.05","4.02","235.97M","0.25%"
"2019年11月1日","4.03","3.94","4.03","3.93","320.65M","2.28%"
"2019年10月31日","3.94","3.96","3.96","3.94","192.78M","-0.25%"
"2019年10月30日","3.95","3.97","3.97","3.94","262.85M","-0.50%"
"2019年10月29日","3.97","3.99","3.99","3.97","209.55M","-0.50%"
"2019年10月28日","3.99","3.97","3.99","3.96","267.43M","0.76%"
"2019年10月25日","3.96","3.93","3.97","3.91","250.29M","0.51%"
"2019年10月24日","3.94","3.94","3.95","3.91","202.17M","0.25%"
"2019年10月23日","3.93","3.96","3.96","3.92","147.83M","-0.76%"
"2019年10月22日","3.96","3.95","3.96","3.93","164.13M","0.51%"
"2019年10月21日","3.94","3.92","3.94","3.92","184.94M","0.25%"
"2019年10月18日","3.93","3.99","4.01","3.92","308.14M","-1.50%"
"2019年10月17日","3.99","3.99","4.00","3.98","193.64M","0.25%"
"2019年10月16日","3.98","4.00","4.03","3.98","314.37M","-0.50%"
"2019年10月15日","4.00","4.01","4.01","4.00","295.00M","-0.25%"
"2019年10月14日","4.01","4.00","4.05","4.00","395.65M","0.75%"
"2019年10月11日","3.98","3.94","3.99","3.93","306.02M","1.27%"
"2019年10月10日","3.93","3.90","3.94","3.89","236.34M","0.77%"
"2019年10月9日","3.90","3.88","3.91","3.86","250.79M","0.26%"
"2019年10月8日","3.89","3.87","3.92","3.87","323.42M","0.52%"
"2019年9月30日","3.87","3.91","3.92","3.86","263.29M","-1.28%"
"2019年9月27日","3.92","3.91","3.92","3.90","267.73M","0.26%"
"2019年9月26日","3.91","3.95","3.96","3.90","317.09M","-0.51%"
"2019年9月25日","3.93","3.95","3.96","3.93","234.98M","-0.76%"
"2019年9月24日","3.96","3.96","4.00","3.95","211.48M","0.00%"
"2019年9月23日","3.96","3.98","3.98","3.94","289.89M","-0.75%"
"2019年9月20日","3.99","3.99","4.00","3.98","232.50M","0.00%"
"2019年9月19日","3.99","3.98","3.99","3.96","242.18M","0.50%"
"2019年9月18日","3.97","3.97","3.98","3.96","201.03M","0.51%"
"2019年9月17日","3.95","4.02","4.02","3.94","381.08M","-1.74%"
"2019年9月16日","4.02","4.05","4.05","4.00","181.85M","-0.50%"
"2019年9月12日","4.04","4.01","4.05","4.00","217.21M","1.00%"
"2019年9月11日","4.00","4.04","4.04","3.99","304.20M","-0.74%"
"2019年9月10日","4.03","4.03","4.04","4.00","168.69M","-0.25%"
"2019年9月9日","4.04","4.05","4.06","4.02","282.85M","0.50%"
"2019年9月6日","4.02","4.01","4.02","3.99","264.03M","0.75%"
"2019年9月5日","3.99","3.97","4.05","3.97","527.40M","0.76%"
"2019年9月4日","3.96","3.91","3.96","3.91","293.76M","1.28%"
"2019年9月3日","3.91","3.91","3.91","3.89","231.35M","0.26%"
"2019年9月2日","3.90","3.86","3.92","3.86","301.94M","1.04%"
"2019年8月30日","3.86","3.88","3.90","3.84","276.28M","0.26%"
"2019年8月29日","3.85","3.87","3.87","3.83","233.93M","-0.26%"
"2019年8月28日","3.86","3.87","3.88","3.85","173.96M","-0.26%"
"2019年8月27日","3.87","3.85","3.91","3.85","366.18M","1.04%"
"2019年8月26日","3.83","3.82","3.85","3.82","267.49M","-1.29%"
"2019年8月23日","3.88","3.85","3.89","3.84","285.68M","0.78%"
"2019年8月22日","3.85","3.85","3.85","3.83","264.78M","0.26%"
"2019年8月21日","3.84","3.84","3.85","3.84","242.25M","0.00%"
"2019年8月20日","3.84","3.85","3.87","3.84","206.91M","-0.52%"
"2019年8月19日","3.86","3.80","3.86","3.78","327.94M","2.39%"
"2019年8月16日","3.77","3.75","3.79","3.74","257.41M","0.53%"
"2019年8月15日","3.75","3.68","3.76","3.68","244.31M","0.27%"
